,Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG,team_name
280,3/17/2016,,Messiah,W,12-11,38,12,14,11,3,0,2,4,0,0,0,1,1,0,1,11,27,10,1,0.368,baseball
281,3/19/2016,,Penn State Berks,W,5-1,27,5,8,5,1,0,0,1,0,1,0,0,1,0,0,2,21,13,0,0.296,baseball
282,3/19/2016,,Penn State Berks,L,6-18,27,6,6,3,0,1,0,3,0,0,0,3,0,0,1,5,21,10,5,0.222,baseball
283,3/22/2016,,Lebanon Valley,L,2-9,34,2,8,2,1,0,0,1,0,0,0,0,0,0,3,11,27,13,1,0.235,baseball
284,3/23/2016,at,Immaculata,L,1-15,30,1,1,1,1,0,0,4,0,1,0,3,0,0,0,10,24,6,4,0.033,baseball
285,3/30/2016,at,Arcadia,L,4-5,38,4,4,4,1,0,0,6,0,0,0,1,1,1,0,9,31,18,3,0.105,baseball
286,4/6/2016,at,Ursinus,W,14-4,42,14,21,14,3,0,0,4,0,2,0,0,2,3,1,5,27,7,0,0.5,baseball
287,4/8/2016,,Ursinus,W,13-11,40,13,15,12,3,1,0,3,0,1,0,3,0,0,1,11,27,11,2,0.375,baseball
288,4/10/2016,at,McDaniel,W,8-4,39,8,14,6,1,1,2,1,0,1,0,0,1,0,2,3,27,11,2,0.359,baseball
289,4/10/2016,at,McDaniel,L,2-9,29,2,5,2,2,0,0,1,0,0,0,0,0,1,2,5,24,9,3,0.172,baseball
290,4/13/2016,at,Haverford,W,6-2,41,6,12,6,3,0,0,4,0,1,0,0,1,0,0,6,30,9,1,0.293,baseball
291,4/15/2016,,Haverford,W,5-2,31,5,9,5,3,0,1,3,0,1,0,1,0,0,1,6,27,8,1,0.29,baseball
292,4/16/2016,at,Franklin & Marshall,L,0-11,25,0,2,0,0,0,0,2,0,0,0,3,2,0,3,8,24,9,0,0.08,baseball
293,4/16/2016,at,Franklin & Marshall,L,2-7,32,2,5,2,3,0,0,0,0,0,0,1,0,0,0,7,24,10,0,0.156,baseball
294,4/17/2016,,Washington College,W,8-1,34,8,11,6,1,0,0,3,0,1,0,2,0,1,0,5,27,8,0,0.324,baseball
295,4/17/2016,,Washington College,L,4-6,36,4,5,2,0,0,0,3,0,2,0,1,0,0,0,4,27,14,1,0.139,baseball
296,4/19/2016,at,Swarthmore,L,5-7,34,5,9,4,4,0,0,3,0,1,1,2,1,0,0,3,24,11,3,0.265,baseball
297,4/21/2016,,Swarthmore,L,8-11,35,8,11,7,2,0,0,6,0,1,0,0,1,2,0,9,27,11,6,0.314,baseball
298,4/23/2016,at,Gettysburg,L,8-9,38,8,12,8,2,0,0,4,0,1,0,1,0,0,1,9,25,15,4,0.316,baseball
299,4/23/2016,at,Gettysburg,L,1-5,34,1,7,0,3,0,0,3,0,0,0,0,0,0,1,8,24,11,3,0.206,baseball
300,4/27/2016,,Dickinson,W,7-6,34,7,10,6,0,2,0,3,1,1,0,1,2,1,0,5,27,16,2,0.294,baseball
301,4/29/2016,at,Dickinson,L,3-14,32,3,3,3,0,0,0,2,0,0,0,0,0,0,0,7,24,7,3,0.094,baseball
302,4/30/2016,,Johns Hopkins,W,2-1,33,2,10,2,0,0,0,3,0,1,0,0,1,0,0,6,27,6,1,0.303,baseball
303,4/30/2016,,Johns Hopkins,W,5-4,36,5,12,5,1,0,0,5,1,1,0,1,0,0,0,4,27,9,0,0.333,baseball
304,Total,,,,204-235,1253,204,350,180,72,7,8,121,2,27,5,31,24,12,28,244,926,363,66,,baseball
305,3/2/2015,vs,Mary Washington,L,7-8,38,7,11,6,1,1,0,6,0,0,0,1,0,1,1,13,27,14,2,0.289,baseball
306,3/3/2015,vs,Manhattanville,W,9-7,27,9,8,6,1,0,0,3,0,4,0,0,0,0,0,8,21,7,1,0.296,baseball
307,3/3/2015,vs,Manhattanville,L,3-5,25,3,5,3,2,0,0,4,0,0,1,0,0,0,2,1,18,9,1,0.2,baseball
308,3/4/2015,vs,York (Pa.),W,7-1,38,7,13,6,2,1,0,3,0,2,0,2,1,0,3,5,27,16,1,0.342,baseball
309,3/5/2015,vs,Grove City,L,3-4,28,3,7,1,0,0,0,2,0,0,0,0,0,0,2,6,21,6,0,0.25,baseball
310,3/5/2015,vs,Grove City,L,1-4,24,1,3,1,1,0,0,2,0,2,0,1,0,1,0,3,18,5,0,0.125,baseball
311,3/6/2015,vs,Scranton,W,6-4,37,6,9,6,2,0,1,4,1,0,1,2,1,0,0,2,30,16,0,0.243,baseball
312,3/7/2015,vs,Johnson & Wales,W,7-2,34,7,13,7,1,0,0,9,0,2,2,0,1,2,1,6,27,14,2,0.382,baseball
313,3/17/2015,,Eastern,L,6-15,33,6,8,6,1,1,3,4,0,0,0,0,0,2,1,11,27,14,7,0.242,baseball
314,3/23/2015,,Penn St. Harrisburg,W,8-6,29,8,10,8,2,0,2,4,0,1,0,0,2,1,2,5,27,16,0,0.345,baseball
315,3/26/2015,at,Messiah,L,7-12,34,7,11,7,1,0,1,4,0,1,1,5,1,0,0,5,24,14,3,0.324,baseball
316,3/29/2015,at,Washington College,L,0-8,37,0,8,0,2,0,0,2,0,1,0,0,0,0,0,7,24,9,2,0.216,baseball
317,3/29/2015,at,Washington College,L,1-2,28,1,4,1,1,0,0,4,0,0,1,0,2,0,0,5,24,12,0,0.143,baseball
318,3/30/2015,at,Rutgers-Newark,L,7-11,40,7,12,6,0,0,1,6,0,1,0,2,0,1,1,4,24,6,3,0.3,baseball
319,4/1/2015,at,Ursinus,W,6-5,40,6,8,3,2,0,0,2,0,0,0,0,1,0,1,10,30,12,1,0.2,baseball
320,4/2/2015,,Ursinus,L,1-3,33,1,7,0,1,0,0,6,0,0,0,0,0,0,3,5,27,13,3,0.212,baseball
321,4/4/2015,,McDaniel,L,5-17,39,5,11,5,3,0,0,3,0,1,0,2,0,0,0,3,27,11,7,0.282,baseball
322,4/4/2015,,McDaniel,W,8-5,38,8,13,6,3,0,1,3,0,2,0,0,0,1,0,12,27,14,1,0.342,baseball
323,4/7/2015,,Haverford,W,8-4,25,8,8,6,1,1,1,1,0,1,0,1,1,0,0,4,18,3,0,0.32,baseball
324,4/12/2015,,Franklin & Marshall,L,3-6,33,3,9,3,1,0,1,4,0,2,0,0,0,0,1,4,27,9,5,0.273,baseball
325,4/12/2015,,Franklin & Marshall,W,5-2,36,5,12,5,3,1,0,6,0,2,0,2,1,0,1,6,27,13,1,0.333,baseball
326,4/13/2015,at,Haverford,L,2-7,32,2,4,2,1,1,0,1,0,2,0,1,0,0,0,5,24,12,0,0.125,baseball
327,4/14/2015,,Swarthmore,W,6-4,33,6,10,5,1,0,0,5,0,0,0,0,0,0,0,4,27,6,1,0.303,baseball
328,4/16/2015,,Moravian,W,13-5,37,13,13,11,2,1,1,3,0,3,0,1,0,1,0,0,27,17,2,0.351,baseball
329,4/17/2015,at,Swarthmore,W,9-3,37,9,11,9,1,1,0,6,0,3,0,4,1,1,0,6,27,13,0,0.297,baseball
330,4/18/2015,,Gettysburg,L,3-6,36,3,8,3,1,1,0,3,0,0,0,0,0,0,1,9,27,7,3,0.222,baseball
331,4/18/2015,,Gettysburg,L,5-8,37,5,11,3,2,1,1,2,0,0,0,0,0,0,2,6,27,17,5,0.297,baseball
332,4/21/2015,at,Dickinson,L,5-6,33,5,8,5,2,0,0,4,0,1,0,1,0,2,0,2,25,12,1,0.242,baseball
333,4/22/2015,at,Penn State Berks,L,5-11,36,5,8,3,0,0,0,3,0,0,0,0,0,0,2,3,24,14,3,0.222,baseball
334,4/24/2015,,Dickinson,W,13-12,38,13,16,13,0,0,5,3,0,0,1,0,0,1,0,9,27,12,3,0.421,baseball
335,4/25/2015,at,Johns Hopkins,L,1-6,28,1,3,1,0,0,0,1,0,0,0,2,0,0,1,8,24,13,1,0.107,baseball
336,4/25/2015,at,Johns Hopkins,L,3-11,32,3,6,3,0,0,1,1,0,0,0,1,0,0,0,8,24,9,2,0.188,baseball
337,4/27/2015,at,DeSales,W,12-3,36,12,15,10,4,0,0,9,0,3,2,0,0,2,1,3,27,14,2,0.417,baseball
338,Total,,,,185-213,1111,185,303,160,45,10,19,123,1,34,9,28,12,16,26,188,832,379,63,,baseball
339,2/23/2014,at,Gallaudet,W,7-3,27,7,9,6,1,0,0,7,0,0,0,1,3,0,1,5,21,14,1,0.333,baseball
340,2/23/2014,at,Gallaudet,W,13-5,31,13,11,10,3,1,1,11,0,3,0,0,0,0,2,3,21,6,1,0.355,baseball
341,3/2/2014,vs,Manhattanville,L,0-3,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,18,11,0,0.16,baseball
342,3/2/2014,vs,Manhattanville,L,7-9,31,7,10,7,2,0,0,2,0,1,0,0,0,0,0,3,21,5,1,0.323,baseball
343,3/3/2014,vs,Manchester,L,7-11,35,7,8,7,4,1,0,3,0,2,1,5,0,0,0,6,27,12,5,0.229,baseball
344,3/4/2014,vs,Wilkes,L,1-4,30,1,2,0,1,0,0,2,0,3,0,2,2,0,0,2,24,14,2,0.067,baseball
345,3/5/2014,vs,Eastern,W,6-2,38,6,11,5,3,1,0,3,0,4,1,1,0,0,0,2,27,15,5,0.289,baseball
346,3/6/2014,vs,York (Pa.),W,2-1,33,2,6,2,3,0,0,2,0,1,0,2,1,0,0,4,30,15,2,0.182,baseball
347,3/7/2014,vs,New Paltz,W,9-7,33,9,6,7,2,0,0,5,0,1,1,2,0,0,0,6,27,17,1,0.182,baseball
348,3/8/2014,vs,Johnson & Wales,L,2-4,32,2,4,2,1,0,0,2,0,0,0,0,0,0,0,10,24,16,1,0.125,baseball
349,3/16/2014,vs,Penn St. Harrisburg,W,10-7,37,10,10,9,5,0,0,5,0,5,1,3,0,0,0,13,27,10,1,0.27,baseball
350,3/22/2014,,The College of NJ,L,7-9,38,7,13,7,2,1,1,2,0,0,0,0,1,0,0,10,27,12,0,0.342,baseball
351,3/22/2014,,The College of NJ,L,0-23,31,0,6,0,1,0,0,0,0,0,0,0,0,0,2,5,27,17,3,0.194,baseball
352,3/23/2014,at,Shenandoah,L,6-10,31,6,5,4,0,0,0,7,0,1,0,0,0,1,1,9,24,11,1,0.161,baseball
353,3/27/2014,,Penn State Berks,W,16-5,38,16,16,13,4,0,1,8,0,1,0,2,0,1,1,3,27,13,0,0.421,baseball
354,3/29/2014,,Washington College,L,7-12,23,7,8,6,2,0,0,8,0,0,0,3,0,1,2,0,18,9,3,0.348,baseball
355,4/1/2014,at,Ursinus,L,1-5,28,1,3,1,2,0,0,3,0,1,0,0,0,0,0,5,24,13,0,0.107,baseball
356,4/5/2014,at,McDaniel,W,3-2,34,3,8,2,1,0,0,3,0,1,1,0,1,1,1,9,30,21,3,0.235,baseball
357,4/5/2014,at,McDaniel,W,4-0,34,4,7,4,0,0,0,2,0,1,0,1,2,0,1,6,27,15,0,0.206,baseball
358,4/6/2014,,Washington College,W,8-5,33,8,8,8,1,0,1,4,0,3,0,3,0,0,0,9,27,6,1,0.242,baseball
359,4/8/2014,at,Haverford,W,12-10,35,12,11,11,2,0,2,9,0,2,0,0,0,1,1,7,27,7,5,0.314,baseball
360,4/9/2014,,Ursinus,L,5-13,35,5,7,5,2,0,0,8,0,0,0,1,0,0,0,7,27,15,3,0.2,baseball
361,4/10/2014,at,Moravian,L,3-4,31,3,7,1,0,0,0,4,0,1,0,1,2,1,1,4,24,12,2,0.226,baseball
362,4/12/2014,at,Franklin & Marshall,W,15-7,43,15,18,14,8,0,0,7,0,0,0,0,0,2,1,5,27,14,4,0.419,baseball
363,4/12/2014,at,Franklin & Marshall,W,2-1,35,2,9,1,1,0,0,1,0,0,0,1,1,0,1,8,27,11,1,0.257,baseball
364,4/16/2014,at,Swarthmore,L,3-4,33,3,7,2,3,0,0,1,0,1,0,0,0,0,0,10,24,14,1,0.212,baseball
365,4/18/2014,,Swarthmore,W,3-0,29,3,6,3,1,1,0,3,0,2,0,1,1,0,0,8,27,13,1,0.207,baseball
366,4/19/2014,at,Gettysburg,W,12-4,44,12,20,10,2,0,0,6,0,2,1,2,1,1,1,4,27,11,0,0.455,baseball
367,4/19/2014,at,Gettysburg,L,7-12,40,7,11,6,5,0,0,2,0,0,0,2,0,0,1,3,24,14,3,0.275,baseball
368,4/21/2014,,Haverford,L,4-11,32,4,7,4,0,0,1,3,0,0,1,1,0,1,0,6,27,9,4,0.219,baseball
369,4/22/2014,,Dickinson,L,6-7,36,6,9,4,3,0,0,2,0,0,1,1,0,1,1,10,27,15,3,0.25,baseball
370,4/25/2014,at,Dickinson,T,6-6,31,6,10,6,3,0,1,5,0,2,0,1,0,1,0,11,21,5,3,0.323,baseball
371,4/26/2014,,Johns Hopkins,L,4-14,32,4,6,4,0,0,1,0,0,1,0,2,0,1,0,6,27,14,3,0.188,baseball
372,4/26/2014,,Johns Hopkins,W,10-9,51,10,17,10,1,1,2,6,2,0,0,2,1,0,0,10,33,20,5,0.333,baseball
373,4/28/2014,,DeSales,L,5-9,36,5,11,4,1,0,0,5,0,0,1,1,0,1,0,6,27,13,4,0.306,baseball
374,5/1/2014,at,Haverford College,W,9-5,36,9,11,8,3,0,1,7,0,2,0,1,0,1,1,12,27,10,2,0.306,baseball
375,5/3/2014,at,Gettysburg,L,1-2,30,1,3,0,1,0,0,0,0,0,0,1,0,0,2,5,24,16,3,0.1,baseball
376,5/3/2014,vs,Haverford College,L,6-8,35,6,12,6,3,1,0,7,0,1,0,0,1,2,1,5,24,7,5,0.343,baseball
377,Total,,,,229-253,1286,229,337,199,77,7,12,155,2,42,9,43,17,17,22,246,969,472,83,,baseball
378,2/23/2013,at,Gallaudet,W,8-4,29,8,10,8,3,1,0,8,0,0,1,2,0,1,1,3,21,2,2,0.345,baseball
379,2/23/2013,at,Gallaudet,W,4-3,23,4,8,4,4,1,0,3,0,2,1,0,0,0,0,2,15,2,2,0.348,baseball
380,2/24/2013,vs,Catholic University,L,3-8,36,3,8,3,2,0,0,4,0,2,0,0,0,0,1,5,24,12,5,0.222,baseball
381,3/3/2013,vs,Martin Luther,W,16-2,35,16,14,13,5,0,0,5,0,4,0,3,0,1,0,3,21,11,0,0.4,baseball
382,3/4/2013,vs,Lebanon Valley,W,12-2,43,12,15,10,7,0,0,7,0,4,0,1,0,0,1,6,27,9,3,0.349,baseball
383,3/5/2013,vs,Geneva,W,11-2,34,11,14,10,6,1,0,2,0,1,0,1,1,1,0,5,21,6,0,0.412,baseball
384,3/5/2013,vs,Geneva,L,4-6,27,4,6,3,0,0,0,1,0,1,0,2,1,1,0,11,21,13,1,0.222,baseball
385,3/7/2013,vs,Elizabethtown,W,12-3,41,12,15,12,2,1,1,5,0,3,0,1,0,1,1,6,27,13,1,0.366,baseball
386,3/8/2013,vs,Northwestern (Minn.),W,4-1,35,4,9,3,0,0,0,7,0,2,0,0,1,0,0,1,27,10,4,0.257,baseball
387,3/8/2013,vs,Marywood,L,2-5,37,2,13,2,2,0,0,2,0,1,1,0,1,0,2,2,24,7,4,0.351,baseball
388,3/9/2013,vs,Penn State Behrend,W,7-6,38,7,12,6,1,0,0,4,0,0,0,0,1,1,0,12,27,11,1,0.316,baseball
389,3/13/2013,,Moravian,W,6-5,38,6,10,5,3,1,0,3,1,0,1,0,0,0,0,3,30,12,2,0.263,baseball
390,3/20/2013,,Penn State Berks,W,9-7,34,9,9,8,1,1,1,2,0,1,0,1,0,0,1,2,27,13,4,0.265,baseball
391,3/23/2013,at,New Jersey,L,3-12,35,3,8,2,2,0,0,3,0,0,0,1,0,0,0,8,24,10,3,0.229,baseball
392,3/23/2013,at,New Jersey,L,1-15,36,1,8,1,2,0,0,1,0,0,0,1,0,0,2,3,24,12,3,0.222,baseball
393,3/24/2013,,Susquehanna,L,4-7,33,4,8,4,0,0,0,5,0,1,1,1,0,1,0,5,27,17,2,0.242,baseball
394,3/24/2013,,Susquehanna,L,6-7,38,6,10,3,0,0,0,5,0,1,1,0,0,0,0,7,27,14,1,0.263,baseball
395,3/29/2013,,PennState Brandywine,W,15-8,49,15,25,13,1,0,1,5,0,7,0,1,1,1,1,5,27,10,3,0.51,baseball
396,3/30/2013,at,Washington College,W,10-4,41,10,15,9,6,0,0,5,0,4,0,2,0,0,1,3,27,9,2,0.366,baseball
397,3/30/2013,at,Washington College,L,2-3,33,2,5,2,0,0,0,3,0,0,1,2,1,1,0,5,26,7,3,0.152,baseball
398,4/2/2013,,Ursinus,W,14-11,42,14,19,12,5,1,2,2,0,3,0,0,0,0,1,3,27,15,1,0.452,baseball
399,4/3/2013,,Keuka,W,22-11,41,22,21,21,4,1,0,8,0,4,0,3,0,1,1,5,24,10,2,0.512,baseball
400,4/5/2013,at,Ursinus,L,1-4,32,1,10,1,1,0,0,5,0,0,1,1,0,0,1,2,24,11,2,0.313,baseball
401,4/6/2013,,McDaniel,L,0-3,33,0,8,0,1,0,0,2,0,0,0,2,0,0,1,4,27,15,2,0.242,baseball
402,4/6/2013,,McDaniel,L,1-2,33,1,7,1,2,0,0,2,0,0,0,0,1,0,0,9,27,13,3,0.212,baseball
403,4/9/2013,,Haverford,L,9-17,45,9,16,4,1,0,2,2,0,0,0,1,0,0,0,4,27,14,4,0.356,baseball
404,4/13/2013,,Franklin & Marshall,W,7-5,32,7,8,5,2,0,1,2,0,1,0,1,0,0,1,2,27,14,3,0.25,baseball
405,4/13/2013,,Franklin & Marshall,L,3-6,34,3,8,3,1,0,0,4,1,0,0,0,3,0,0,7,27,13,2,0.235,baseball
406,4/14/2013,at,Haverford,W,9-6,37,9,12,7,1,1,0,9,0,1,0,0,1,1,2,4,27,11,2,0.324,baseball
407,4/16/2013,,Swarthmore,L,4-6,36,4,7,4,2,0,0,1,0,2,0,1,0,0,0,1,27,13,1,0.194,baseball
408,4/19/2013,at,Swarthmore,W,6-5,42,6,10,5,2,0,0,4,0,0,0,2,0,2,0,4,33,15,1,0.238,baseball
409,4/20/2013,,Gettysburg,L,0-8,31,0,6,0,0,1,0,0,0,0,0,1,0,0,1,6,27,13,4,0.194,baseball
410,4/20/2013,,Gettysburg,L,1-7,32,1,5,1,3,0,0,1,0,0,0,0,0,0,0,12,27,6,0,0.156,baseball
411,4/22/2013,at,Moravian,L,3-9,35,3,6,2,0,1,0,2,0,0,0,0,0,0,1,4,24,14,1,0.171,baseball
412,4/23/2013,at,Dickinson,W,9-8,37,9,13,8,2,0,1,5,0,2,1,2,1,1,0,5,27,11,2,0.351,baseball
413,4/26/2013,,Dickinson,W,23-6,47,23,18,21,5,0,0,6,0,2,0,3,0,2,1,2,27,8,5,0.383,baseball
414,4/27/2013,at,Johns Hopkins,L,2-15,32,2,7,2,2,0,0,1,0,0,1,1,0,0,0,9,24,9,4,0.219,baseball
415,4/27/2013,at,Johns Hopkins,L,5-6,40,5,9,5,1,0,0,3,0,1,0,1,0,1,0,8,28,11,0,0.225,baseball
416,4/30/2013,,Drew,W,9-2,36,9,14,8,2,0,0,4,0,2,1,1,0,0,0,4,27,10,4,0.389,baseball
417,5/1/2013,at,DeSales,L,2-10,33,2,4,2,0,0,0,1,0,3,0,0,0,0,0,8,24,10,2,0.121,baseball
418,Total,,,,269-257,1445,269,430,233,84,11,9,144,2,55,11,39,13,17,21,200,1026,436,91,,baseball
